75	Ηα4. 1096b13. ημα2. 1184a3-14. τἀγαθὸν ϗ̀ τὸ ἄριστον,
76	τὸ ἀκρότατον τῶν πρακτῶν ἀγαθῶν Ηα1. 1094a22. 2. 1095
77	a17. τὸ ἄριστον ἀγαθόν. syn τέλειον ἀγαθόν ημα2. 1184a36.
78	4. 1184b36, 1185a1, 2. τὸ τέλειον ἀγαθὸν αὔταρκες Ηα5.
79	1097b8. Πα2. 1253a1. — τὸ πρακτὸν ἀγαθὸν τέλος τῶν
80	πρακτῶν ἀπάστων Ηα5. 1097a22. ηεα8. 1218b6. Ζκ6. 700
81	b25. τῶν ἀγαθῶν τὰ μέν ἐστιν ἀνθρώπῳ πρακτά, τὰ δ’ ȣ
82	ηεα7. 1217a31. ἀγαθὸν ἀνθρώπινον τί Ηα 6. 1098a16. 1.
83	1094b7. opp θεῶν ημα1. 1182b3-5. ταὐτὸν ἀγαθὸν ἑνὶ
84	ϗ̀πόλει Ηα1. 1094b7. ὁ αὐτὸς βίος ἄριτος ἑκάστῳ ϗ̀ κινῇ
85	ταῖς πόλεσι Πη3. 1325b31. ἀγαθὸν πολιτικόν Πγ12. 1282
86	b17. ημα1. 1182b5. — τὸ ἀγαθὸν διχῶς, τὸ μὲν ἁπλῶς
87	τὸ δὲ τινί Ηη13. 1152b27 Fr. ε2. 1129b3sqq. α1. 1094
88	b17. ηεγ 1. 1228b18. η2. 1235b31, 1236b26, 1237a27.
89	15. 1248b29. Πη13. 1332a23. (ἀγαθὰ ἁπλᾶ i e τὰ ἁ-
90	πλῶς ἀγαθά ηεη2. 1238b6, 7). ἕκαστον ἰδίȣ ἀγαθȣ͂ ὀρέγεται
91	ηεα8. 1218a32. τὸ ἑκάστȣ ἀγαθὸν σώζει ἕκαστον Πβ2.
92	1261b9. ἐν περὶ ἕκαστον εἶδος τὸ βέλτιστον ηεδ4. 1231b36.
93	— ἀγαθὸν κυρίως, dist φύσει Ηζ 13. 1144b7. — τȣ͂ ἀγαθȣ͂
94	τὸ μὲν ἐνέργεια τὸ δ' ἕξις Ηη13. 1152b33. θ6. 1157b6. —
95	τἀγαθὰ τριχῆ, ἐκτός, περὶ σῶμα, περὶ ψυχήν Ηα8. 1098
96	b12. ι9. 1169b10. ηεβ1. 1218b32 sqq. ημα3. 1184b1-6.
97	β3. 1200a13. 6. 1202a30. Ρα5. 1360b25. ρ36.1440b16.
98	τὰ ἐξωτερικὰ ἀγαθά Πη1. 1323b25. τῶν ἐκτὸς ἀγαθῶν
99	αἴτιον ταὐτόματον Πη1. 1323b27. — ἀγαθὰ ὁμολογȣ́μενα
100	τίνα Ρα6. 1362b10-29. ἀγαθὰ ἔντιμα Ρβ11. 1388a31,
101	b10. ἀγαθὰ περιμάχητα Πβ9. 1271b7. ἀλλότριον ἀγαθὸν ἡ
102	δικαιοσύνη Ηε3. 1130a3. ψευδῆ ἀγαθά Πδ12. 1297a11. —
103	τῶν μήτε ἀγαθῶν μήτε κακῶν ἀντίθεσις πρὸς τὰ μήτε
104	ἀγαθὰ μήτε κακά f 121. 1498b31, 40.
105	3. sηωα. τῷ ἀγαθῷ ϗ̀ κακῷ ἐν τῷ αὐτῷ γένει
106	τὸ ἀληθὲς ϗ̀ τὸ ψεῦδος ψγ7. 431b11. τὸ ἀγαθὸν, dist τὸ
107	καλόν Μμ 3. 1078a31 (cf coniuncta ἀγαθόν et καλόν Μδ1.
108	1013a22. ν 4. 1091a30, 36). ημβ9. 1207b30. ηεη15.
109	1248b18 Fr. ἀγαθὰ μέν, ἐπαινετὰ δ᾽ ȣ̓́ ηεη15. 1248b25.
110	ἀγαθόν, dist ἡδύ, χρήσιμον (sive συμφέρον) Ηθ2. 1115b19.
111	ηεη2. 1236a13. ημβ 11. 1209a17. Αα1. 24a 22. 40. 49
112	b10. Ρβ13. 1390a1 (cf α 3. 1358b22, 23. 6. 1362a20).
113	τὸ ἁπλῶς ἀγαθὸν ϗ̀ ἡδὺ ἁπλῶς ἐστίν Ηθ4. 1156b22, 15.
114	ημβ11. 1209a7, b32 sqq.
115	ἀγαθός. οἱ ἀγαθοὶ περί τι γιγνόμενοι Πε11. 1315a4.
116	ἵππος ἀγαθὸς δραμεῖν, μαθεῖν Ηβ5. 1106a20. Ζιι15. 616a11.
117	ἀγαθοὶ φαγεῖν Ζιι34. 619b31. φ3. 808b2. ἀμείνων σίδηρος
118	ποῖος μδ6. 383b4. αἱ κοχλίαι πότε ἀμείνȣς (sc πρὸς τὸ φα-
119	γεῖν) Ζιε 12. 544a22. ἵν' αὐτὸς αὑτȣ͂ τυγχάνει βέλτιστος
120	ὤν (Eur fr 183) Ρα11. 1371b33. ὁ εὔθυμος μὴ ἐπισπερ-
121	χὴς ἀλλ' ἀγαθὸς φαινέσθς φ3. 8087. —ἀγαθίς, stn σπȣ-
122	δαῖος Πγ16. 1287b12. coni syn φρόνιμος Ηζ13. 1144b1.
123	Πγ4. 1277a15. τγ1. 116a15. ἀγαθὸς κατ᾽ ἀρετήν, κατ᾽
124	ἀρετὴν τελείαν Ρβ4. 1381a27. Πα6. 1255a21. η4. 1276
125	b33. ἀγαθός ἐστιν ῷ τὰ φύσει ἀγαθά ἐστιν ἀγαθά ηεη15.
126	1248b27. ȣ̓χ οἷόν τε ἀγαθὸν εἶναι ἄνευ φρονήσεως, μὴ χαί-
127	ροντα ταῖς καλαῖς πράξεσιν Ηζ13. 1144b31, a36. α9.1099
128	a17. ἄριστος ὁ ϗ̀ πρὸς ἕτερον χρώμενος τῇ ἀρετῇ Ηε3. 1130
129	a7. γνώμῃ ἀρίστῃ τί ἐστι Ρα15. 1375a30, b17, 1376a19.
130	β25. 1402b34. ὁ ἀγαθὸς φίλος δ' αὐτόν, εἷς αὐτὸς αὑτῷ,
131	φίλος, ὀρεκτὸς αὐτὸς αὑτῷ Ηθ5. 1157a18 sqq. ηεη5. 1239
132	b12. 6. 1240b15, 19. ἀγαθός τε ϗ̀ εὐδαίμων ἅμα γίγνεται
133	ἀνήρ (secundum Platonem) f 623. 1583a17. γεσθαι ἀγα-
134	θȣ̀ς φύσει, ἔθει, διδαχῇ Ηκ10. 1179b19sqq, 1180b25.
135	ἀγαθὸς ἀνήο, dist ἀγαθὸς πολίτης Ηε 5. 1130b29. Πδ7.
136	1293b6. ζωὴ ἀρίστη Πη1. Οα9. 279a21. syn ἄριστα ἔχειν
137	Οβ12. 292a22, b5. ἀρίστη πολιτεία Πγ13. 1284b25. ὁ αὐ-
138	τὸς ὅρος τῷ τε ἀρίστῳ ἀνδρὶ ϗ̀ τῇ ἀρίστη πολιτείᾳ Πη15.
139	1334a13. — ἀγαθοί, βελτίȣς, ἄριστοι, syn εὐγενεῖς Πε1.
140	1302a1. β6. 1266a21. γ7. 1279a35.11. 1281a40. ἐξ ἀγα-
141	θῶν ἀγαθοί Πα6. 1255b2. γ13. 1283a36. Ρα9. 1367b30.
142	— τύχη ἀγαθή Φβ5. 197a25. Μκ8. 1065a35. — βοτάνη
143	συντελȣσα πρὸς ἀμβλυωπίαν ἄριστα θ171. 847a2. ἄριστον
144	μὲν ὕδωρ (Pind Οl 1, 1) Ρα7. 1364a28. — βέλτιον ἴσως
145	διελθεῖν ημβ11. 1208b7. ȣ̓ βέλτιον (i e ȣ̓κ ἀγαθόν) τι25.
146	180b12. — ἀγαθῶς τε7. 136b28. ἀγαθῶς ἔχειν Ρβ11.
147	1388b6. ἄριστα ἔχειν Οβ12. 292a22, b5. — ἀρίστως
148	φτα6. 820b36.
149	Αγάθυρσοι. ἐν Α. ᾄδȣσι τȣς νόμȣς πιθ28. 920a1.
150	1140a19 (fr 6). ηεγ1. 1230a1(fr 7). Ρβ19. 1392b7 (fr8),
151	β24. 1402a9 (fr 9), iidem versus (fr 9) resp πο18. 1456
152	a24. 25. 1461b15. — eius Πλίου πέρσις πο18. 1456a18, fort
153	resp πο23. 1459b6. ἐν τῷ Ἀγάθωνος Ἄνθει πο9. 1451b21.
154	τὸν Ἀχιλλέα βελτίω ἐποίει πο15. 1454b14 (? Nauck fr tr
155	594). ἦρξε τοὖ ᾄδειν ἐμβόλιμα πο18. 1456a30. ὥσπερ
156	Ἀντιφῶν ἔφη πρὸς Ἀγάθωνα ηεγ5. 1232b8.
157	ἄγαλμα, coni γρκφή Πη17. 1336b15. τὸ τῆς Ἀθηνᾶς ἄ-
158	γαλμα f402. 1545a24, 33.
159	ἀγ. ἢ γραφεὺς ἡθικός Πθ5. 1340a38.
160	Ἀγαμέμνων Ηθ13. 1161a14. Πγ14. 1285a11. πολογύ-
161	ναιος f 172. 1506b30. versus Homerici afferuntur τι4. 166
162	b7 (B15. v l cf Wolf Prol p GlVIII). Πγ16. 1287b14
163	(Β372). Ργ11. 1413a32 (I388). f 144. 1502b30 (Γ277).
164	ἐπιτάφιον ἐπὶ Ἀγαμέμνονος f 596. 1575a29. — Ἀγαμέμνων
165	tragoedia Aeschyli f 575. 1572b22, 26. — Αγαμεμνο-
166	νίδαις θυσία ἐν Τάραντι θ106. 840a8.
167	ἀγαμένως ν. ἄγασθαι.
168	ἄγαν πράττειν παρὰ τὸ Χιλώνειον, ττον ἄγαν ἅπαντα ποιεῖν
169	ἢ δεῖ Ρβ12. 1389b4. 13. 1389b17. τὸ ἄγαν ȣ̓ σώφρονος
170	Ηη3. 1146a12. — ἄγαν ψυχρόν, ξηρόν μβ8. 366b6. ἄγαν
171	ἄτοπον Πη2. 1324b23. ἄγαν δεσποτικός Πε6. 1306b3. ἡ
172	ἄγαν ἐλευθερία Πε12. 1316b24. — nonraro adiectivo post-
173	ponitur, ἐκ πολλῶν ἄγαν Πη4. 1326b4. Ζιγ19. 521a12.
174	ποιητικῶς γὰρ ἄγαν, σεμνὸν ἄγαν ϗ̀ τραγικόν Ργ3. 1406
175	b11, 8 al.
176	ἀγανακτȣ͂σι διὰ τὴν ὑπεροχήν Ρβ2. 1379a6.
177	σθαι, αἱρεῖσθαι, διώκειν Ηα3. 1095b17. 4. 1096b10. γ14.
178	1119a19. ἀγαπήσας τὴν κόρην διὰ τὸ κάλλος f66. 1487a2.
179	δι᾽ αὐτὸ ἀγαπᾶσθαι Ηα3. 1096a8 (cf 1. 1094a19). κ7.
180	1177b1. ΜΑ1. 980a23. αἱ ἀγαπώμεναι ἡδοναί Ηκ10. 1180
181	a14. syn χαίρειν τινί Ηγ13. 1118b4. syn χαρίζεσθαί τινι
182	Ηι8. 1168b33, 1169a3 (οἱ Λύκιοι ἀγαπῶσι τὸ τρίχωμα
183	φορεῖν οβ 1348a29). τὸ φιλεῖσθαι ἀγαπᾶσθαί ἐστιν αὐτὸν
184	δι αὐτόν Ρα11. 1371a21. syn φιλεῖν Ηι8. 1168a29. ἕκα-
185	στος περὶ ταῦτα ἐνεργεῖ, ἃ μάλιστ᾽ ἀγαπᾷ Ηκ4. 1175a13.
186	ἀγαπᾶν τὴν θεωρίαν Ζμα5. 645a14. οἱ εὖ πεποιηκότες φι-
187	λȣ͂σι ϗ̀ ἀγαπῶσι τȣ̀ς πεπονθότας, πάντες ἀγαπῶσι τὰ αὑ-
188	τῶν ἔργα Ηδ2. 1120b14. ι 7. 1167b32, 34, 1168a4. τὸ
189	ἀλγȣντι συναλγεῖν μὴ δι' ἕτερόν τι ἀγαπᾶν θήσομεν ηεη6.
190	1240a33. — ἀγαπᾶν i q contentum esse ἀγαπῶσιν ἴσον ἔχον-
191	τες Πε7. 1307a18. δ5. 1292b19. μικρὰς εὐπορίας ἀγαπᾶν
192	Οβ12. 291b27. ȣ̓χ ἑνὸς σώματος ἀγαπᾶν ἀπόλαυσιν Ρβ23.
193	1398a23. — ἀγαπητός. λόγος συνετὸς ἀγαπητός (syn αἱ-
194	ρετός) ρ1. 1420b12. τό τε ἴδιον ϗ̀ τὸ ἀγαπητόν Πβ4. 1262
195	b23. δαπανᾶν εἰς γάμον τȣ͂ ἀγαπητȣ͂ ηεγ6. 1233b2. τὸ ἀγα-
196	πητὸν μεῖζον ἀγαθόν Ρα7. 1365b16, 19. τοῖς ἐρῶσι τὸ ὁρᾶν
197	ἀγαπητότατόν ἐστι ϗ̀ μᾶλλον αἱρȣ͂νται Ηι12. 1171b29. —
198	ἀγαπητόν, opp κάλλιον ϗ̀ θειότερον Ηα1. 1094b9, cf ἀγα-
199	πητόν (sc ἐστίν) c inf, ἀγαπητὸν ϗ̀ ὀλίγȣς εὑρεῖν τοιȣ́τȣς sim
200	Ηι10. 1171a20. κ10. 1181a21. α1. 1094b19. Ζγα23.
201	731b2, ἀγαπητόν (sc ἐστίν) c εἰ et optat, veluti ἀγαπητὸν
202	εἴ τις τὰ μὲν κάλλιον λέγοι τὰ δ’ ȣ̓ χεῖρον Μμ1. 1076a15.
203	287b8. ἥχθω διάμετρος, ἤχθωσαν κάθετοι, ἔστωσαν ἡγμέναι
204	μβ6. 363b6. γ3. 373a11. Αα24. 41b15. τὰ κέρατα χλιαι-
205	νόμενα ἄγεται ὅπȣ ἄν τις ἐθέλη Ζιθ9. 595b13. — ἡ θάλαττα
206	πλέον ἄει (graviora pondera sustinet) πκγ3. 931b15. —
207	ἄγειν (pondus habere) τρεῖς μνᾶς sim θ45. 833b11. f248.
208	1523b29. 223. 1518a38. — ἀκτέον τζ8. 147a6. Πθ6.
209	1341a18.
210	ἀγελάζειν. ἀγελάζονται φάτται, ἰχθῦς Ζιθ12. 597b7. ι2.
211	610b2.
212	487b34, 488a2, 13, opp σποραδικά Πα8. 1256a23, cf Ζια1.
213	488a3. exempla ἀγελαίων ζῴων universe Ζια1. 488a3-7.
214	τετραπόδων ζῳοκοκȣ́ντων Ζιθ7. 595b15. 23. 604a13. ι50.
215	632b7 (μὴ ἀγελαῖα Ζιζ18. 571b29), ὀρνίθων Ζιθ12. 597
216	b29. 3. 593b22. ι25. 617b21, ἰχθύων Ζιι2. 610b4. ζ14.
217	568b25. 17. 570b21. f 286. 1528b6. 313. 1531a28. cἱ
218	Ζιθ13. 598a28. δ11. 538a29, ἐντόμων Ζιι40. 623b8.
219	ἀγέλη. ἀγέλαι γίνονται ἀρρένων ϗ̀ θηλειῶν Ζιζ17. 570a23.
220	τὰς ἀγέλας ποιȣ͂νται ὅταν κύωσιν Ζιι2. 610b9.
221	ἀγένεια, coni πενία, βαναυσία Πζ2. 1317b40. ἀγ. ἀκολȣθε
222	τῇ ἀνελευθερίοτητι αρ7. 1251b16.
223	ἀγένητος. (ἀδύνατον) ἀγένητα ποιεῖν (Agath fr 5) Ηζ2. 1139
224	b11. — ἀγένητον ποσαχῶς λέγεται Οα11. 280b6-14. ἀγέ-
225	νητον ὃ ἔστι νῦν, ϗ̀ πρότερον οὐκ ἀληθὲς ἦν εἰπεῖν τὸ μὴ
226	εἶναι Οα12. 282a28. ὁ χρόνος ἀγένητον Φθ1. 251b15. τό
227	τε ἀγένητον ἄφθαρτον ϗ̀ τὸ ἄφθαρτον ἀγένητον Οα12. 282.
228	a31. τὸ ἀεὶ ὂν ἁπλῶς ἄφθαρτον ϗ̀ ἀγένητον Οα12. 281b26.
229	ἄφθαρτον ϗ̀ ἀγένητον, ἀγένητον ϗ̀ ἄφθαρτον Φα9. 191a28.
230	γ4. 203b8. f 17. 1477a9. ȣ̓σίαι ἀγένητοι ϗ̀ ἄφθαρτοι Ζμα5.
231	644b22. τὸ σύμπαν ἀνώλεθρον ϗ̀ ἀγένητον κ4. 396a31.
232	ἀγεννής, coni μοχθηρός Ηδ3. 1121a26. τῶν πολιτῶν οἱ ἀγεν-
233	νεῖς, opp οἱ γενναιοι Πδ12. 1296b22. 13. 1283a35. οἱ ἀγεν-
234	νεῖς πότερον κατ ἀλήθειαν διαφέρȣσι τῶν εὐγενῶν f 82. 1490
235	a14. βίος ἀγεννής, βάναυσος, ἀγοραῖος Πη9. 1328b40. ἀ-
236	γεννέσταται τῶν ἐργασιῶν, syn βαναυσόταται, δȣλικώταται,
237	opp τεχνικώταται Πα11. 1258b39. ἁλεκτορίδες ἀγεννεῖς, opp
238	γενναῖαι Ζιζ1. 558b16. Ζγγ1. 749b31. — ȣ̓κ ἀγεννές (ἐστιν)
239	ἐν ἐκείνοις σεμνύνεσθαι Ηδ8. 1124b22.
240	ϗ̀ τȣ́των τὸ ἔσχατον ἄγεννητον (ἀγένητον?) Μβ4. 999b7.
241	ἀγερμός πο8. 1451a27.
242	ἄγευστος pass ἡ γεῦσις τȣ͂ γευστȣ͂ ϗ̀ ἀγεύστȣ ψβ10. 422
243	a30. cf 9. 421b8. — act ἄγευστοι ἡδονῆς ἐλευθερίȣ, τȣ͂ καλȣ͂
244	Ηκ6. 1176b19. 10. 1179b15.
245	ἀγεωμέτρητος. ἐν ἀγεωμετρήτοις ȣ̓ διαλεκτέον περὶ γεωμε-
246	τρίας Αγ12. 77b13. ἀγεωμέτρητα ἐρωτήματα Αγ12. 77
247	b16. τὸ ἀγεωμέτρητον διττόν Αγ12. 77b23.
248	ἀγήρατον ϗ̀ ἀναλλοίωτον ϗ̀ ἀπαθές Οα3. 270b2.
249	Ἀγησίλαος. Κινάδωνος ἐπίθεσις Πε7. 130635.
250	Ἀγησίπολις ci Mfuretus Spgl Bk coll xen Hell 4, 7, 2 pro
251	Ηγήσιππος Ρβ23. 1398b32.
252	ἅγιος ὅρκος θ57. 834b11.
253	Ἀγκαιος, ὁ Ποσειδῶνος ϗ̀ Ἀστυπαλαίας, Σάμιος, φιλογέωρ-
254	γος f 530. 1566a42, 15. Ἀγαπήνωρ, Ἀγκαίȣ ὑιός f 596.
255	1576b5.
256	ἄγκιστρον ϗ̀ ὁρμιά Ζμδ12. 693a23. καταπίνειν τὸ ἄγκι-
257	στρον Ζιι37. 621a7.
258	ἀγκιστροφάγος Ζιι37. 621b1.
259	ἀγκιστρώδη σώματα (emocr), dist σκαληνά, κοιλα, κυρτά
260	f 202. 1514b28.
261	ἄγκος θ138. 844b11. οἰκεῖ βήσσας ϗ̀ ἄγκῃ Ζιι 32. 618b24.
262	ἄγκυρα ϗ̀ κρέμαθρα πῶς διαφέρȣσι Ργ11. 1412a14. βάλ-
263	λεσθαι ἀγκύρας Ζιδ1. 523b33. ἄγκυραι βέβληνται Ζμγ7.
264	670a10. αἱ σηπίαι ὥσπερ ἀγκύραις ταῖς προβοσκίσιν ὁρμȣ-
265	σιν f 317. 1531b40.
266	ἀγκών, brachium Ζμδ10. 688a3. οἱ ἀγκῶνες ἐκ πλαγίȣ προσ-
267	κείμενοι Ζμδ 10. 688a11. ἐναντίως τοῖς ἀγκῶσιν ἡ τῶν
268	ὠμων ἔχει καμπή Ζιβ1. 498a24. — brachii pars superior
269	οἷς βραχεῖς οἱ ἀγκῶνες, ϗ̀ οἱ μηροὶ ὡς ἐπὶ τὸ πολύ Ζια15.
270	493b24, 27.
271	Ἀγλαΐη. Νιρεὺς Ἀγλαἴης (Hom Β 672) Ργ12. 1414a3. f596.
272	1576a6.
273	ἀγλαόκαρπος (Hom η115, λ589) κ6. 401a7.
274	ἀγλευκής, opp γλυκύς πδ12. 877b25.
275	ἄγλωττος κροκόδειλος Ζμδ11. 690b23.
276	ἁγνευτικὰ ζῷα, opp ἀφροδισιαστικά Ζια1. 488b5.
277	ἀγνοεῖν, opp ἐπίστασθαι, εἰδέναι, γιγνώσκειν Αγ1. 71b6.
278	Ηε10. 1135a24, 30, 32. ψα5. 410b4. ȣ̓δεὶς ὃ προαιρεῖται
279	ἀγνοεῖ Ρα9. 1368b12. ἀγνοῶν ϗ̀ (ϗ̀ Bk, ἢ Bk) ἄκων, ἑκὼν
280	ϗ̀ εἰδώς Ρα13. 1373b34. ἀγνοȣντες ἀμαρτάνȣσιν Ρα15.
281	1375b18. cf πο14. 1453b28, 30, 35, 37, 1454a2, 3. οἱ
282	ἀγνοȣ͂ντες φαίνονται ἀνδρεῖοι εἶναι Ηγ11. 1117 a22-28. —
283	ἀγνοεῖν τι, veluti ὁ φυσικὸς ὁ περὶ τὴν ὕλην, τὸν δὲ λόγον
284	ἀγνοῶν ψα1. 403b8 al. ἀγνοεῖν περί τινος ρ20. 1433b28.
285	ἀγνοεῖν cum enunciatione interrog, πόσα πολιτείας εἴδη, τί λέ-
286	γει ὁ νόμος al Πδ1. 1289a8. Ρα15. 1375b18. πο5. 1449
287	b5 (ἠγνόηται). — Ἀναξαγόρας τὴν οἰκείαν φωνὴν ἠγνόησεν
288	(i e non intcllexit) Γα1. 314a13. ὅσα εἰοημένα ἀγνοȣ́μενά
289	ἐστιν Ργ10. 1410b24. — ὁμοδοξία ϗ̀ ἀγνοȣ͂σιν ἀλλήλȣς
